"Dataset"	"Disease"	"Tissue"	"Sample"	"Replicate"	"ORF1p"	"ORF2p"	"ORF0"	"ORF1p_variants"	"ORF2p_variants"	"HERV_proteins"	"PTMs"
"445"	"PXD003412"	"healthy"	NA	9	1	0	0	0	"ORF1p_HS_84_(8.121)"	"0"	"0"	NA
"446"	"PXD003412"	"healthy"	NA	10	1	0	0	0	"0"	"ORF2p_PA3_1_(38.424),ORF2p_PA2_20_(36.228)"	"0"	NA
"447"	"PXD003412"	"healthy"	NA	11	1	0	0	0	"0"	"ORF2p_HS_40_(6.17),ORF2p_HS_42_(4.569),ORF2p_PA2_19_(3.01)"	"0"	NA
"448"	"PXD003412"	"healthy"	NA	12	1	0	0	0	"ORF1p_HS_94_(41.459)"	"ORF2p_PA2_20_(24.236)"	"0"	NA
"449"	"PXD003413"	"healthy"	NA	1	1	63.7837837837838	0	0	"0"	"0"	"0"	NA
"450"	"PXD003413"	"healthy"	NA	2	1	0	19.2893401015228	0	"0"	"ORF2p_PA2_34_(40.488)"	"0"	NA
"451"	"PXD003413"	"healthy"	NA	3	1	23.9234449760766	0	0	"0"	"ORF2p_HS_39_(11.342)"	"C9J7D0_(25.04)"	NA
"452"	"PXD003413"	"healthy"	NA	4	1	0	0	0	"0"	"ORF2p_PA2_25_(65.806)"	"0"	NA
"453"	"PXD003413"	"healthy"	NA	5	1	0	0	0	"0"	"ORF2p_HS_105_(97.279),ORF2p_HS_72_(21.481)"	"0"	NA
"454"	"PXD003413"	"healthy"	NA	6	1	0	0	0	"ORF1p_PA2_30_(20.833)"	"ORF2p_HOT_4_(14.208),ORF2p_PA2_22_(2.198)"	"0"	NA
"455"	"PXD003413"	"healthy"	NA	7	1	0	0	0	"ORF1p_PA2_16_(23.203)"	"ORF2p_PA2_7_(23.203)"	"P63132_(27.451)"	NA
"456"	"PXD003413"	"healthy"	NA	8	1	0	0	0	"ORF1p_HS_105_(75.33)"	"0"	"0"	NA
"457"	"PXD003413"	"healthy"	NA	9	1	0	0	0	"0"	"0"	"0"	NA
"458"	"PXD003413"	"healthy"	NA	10	1	0	0	0	"ORF1p_PA2_31_(9.862)"	"ORF2p_PA2_20_(18.981),ORF2p_HS_72_(15.521),ORF2p_HS_20_(13.895),ORF2p_HS_40_(12.984)"	"0"	NA
"459"	"PXD003413"	"healthy"	NA	11	1	0	0	0	"0"	"ORF2p_HS_62_(54.483),ORF2p_PA2_20_(47.552),ORF2p_HS_40_(41.892),ORF2p_HS_20_(11.824)"	"0"	NA
"460"	"PXD003413"	"healthy"	NA	12	1	0	0	0	"0"	"ORF2p_HS_40_(11.828)"	"0"	NA
"461"	"PXD003414"	"healthy"	NA	1	1	0	0	0	"0"	"0"	"0"	NA
"462"	"PXD003414"	"healthy"	NA	2	1	0	0	0	"0"	"0"	"0"	NA
"463"	"PXD003414"	"healthy"	NA	3	1	0	0	0	"ORF1p_PA2_22_(88.034),ORF1p_HS_42_(17.925)"	"ORF2p_HOT_2_(30.303)"	"0"	NA
"464"	"PXD003414"	"healthy"	NA	4	1	0	0	0	"ORF1p_PA2_24_(1.036)"	"0"	"0"	NA
"465"	"PXD003414"	"healthy"	NA	5	1	0	0	0	"ORF1p_HS_69_(28.966)"	"ORF2p_HS_1_(10.884)"	"0"	NA
"466"	"PXD003414"	"healthy"	NA	6	1	0	15.06024	0	"0"	"0"	"0"	NA
"467"	"PXD003414"	"healthy"	NA	7	1	0	0	0	"0"	"0"	"0"	NA
"468"	"PXD003414"	"healthy"	NA	8	1	0	0	0	"0"	"ORF2p_PA2_28_(19.565)"	"0"	NA
"469"	"PXD003414"	"healthy"	NA	9	1	0	0	0	"ORF1p_HS_74_(15.152),ORF1p_HS_97_(13.761)"	"0"	"0"	NA
"470"	"PXD003414"	"healthy"	NA	10	1	0	0	0	"0"	"0"	"0"	NA
"471"	"PXD003414"	"healthy"	NA	11	1	0	0	0	"0"	"ORF2p_PA2_20_(22.772)"	"0"	NA
"472"	"PXD003414"	"healthy"	NA	12	1	0	0	0	"0"	"ORF2p_PA2_30_(45.562),ORF2p_HS_40_(40.595),ORF2p_PA3_1_(3.669)"	"0"	NA
"473"	"PXD003415"	"healthy"	NA	1	1	0	0	0	"0"	"ORF2p_HS_54_(56.707),ORF2p_HOT_4_(31.638),ORF2p_HS_53_(14.545)"	"0"	NA
"474"	"PXD003415"	"healthy"	NA	2	1	0	0	0	"0"	"0"	"C9JY47_(83.422)"	NA
"475"	"PXD003415"	"healthy"	NA	3	1	0	0	0	"0"	"0"	"0"	NA
"476"	"PXD003415"	"healthy"	NA	4	1	0	14.2857142857143	0	"0"	"ORF2p_PA2_13_(24.183),ORF2p_HOT_1_(20.349),ORF2p_HS_9_(11.921)"	"0"	NA
"477"	"PXD003415"	"healthy"	NA	5	1	0	0	0	"0"	"0"	"0"	NA
"478"	"PXD003415"	"healthy"	NA	6	1	24.0740740740741	0	0	"ORF1p_HS_115_(6.557)"	"0"	"Q9XRX5_(8.671)"	NA
"479"	"PXD003415"	"healthy"	NA	7	1	0	0	0	"0"	"ORF2p_HS_39_(93.981),ORF2p_PA2_34_(26.471)"	"C9JL84_(41.089)"	NA
"480"	"PXD003415"	"healthy"	NA	8	1	0	21.4545454545455	7.35294117647058	"0"	"ORF2p_HS_6_(14.76)"	"0"	NA
"481"	"PXD003415"	"healthy"	NA	9	1	0	0	0	"ORF1p_HS_16_(98.534),ORF1p_HS_1_(98.534),ORF1p_HS_42_(6.559)"	"ORF2p_PA2_20_(10.267),ORF2p_PA2_15_(10.256)"	"0"	NA
"482"	"PXD003415"	"healthy"	NA	10	1	0	0	0	"ORF1p_HS_115_(5.724),ORF1p_PA2_24_(5.724)"	"ORF2p_PA3_1_(56.693),ORF2p_PA2_30_(45.608),ORF2p_HS_40_(42.857),ORF2p_PA2_20_(5.724)"	"0"	NA
"483"	"PXD003415"	"healthy"	NA	11	1	0	0	0	"0"	"ORF2p_PA2_20_(9.76)"	"0"	NA
"484"	"PXD003415"	"healthy"	NA	12	1	0	0	0	"0"	"ORF2p_HS_40_(72.353),ORF2p_PA2_20_(25.099)"	"0"	NA
"485"	"PXD003416"	"healthy"	NA	1	1	0	0	0	"ORF1p_PA2_32_(55.596)"	"0"	"0"	NA
"486"	"PXD003416"	"healthy"	NA	2	1	0	0	0	"ORF1p_PA2_32_(38.889)"	"0"	"0"	NA
"487"	"PXD003416"	"healthy"	NA	3	1	0	0	0	"ORF1p_PA2_32_(39.939),ORF1p_PA3_1_(7.261),ORF1p_HS_16_(7.261),ORF1p_HS_62_(7.261),ORF1p_HS_1_(1.816)"	"ORF2p_PA2_33_(7.261)"	"0"	NA
"488"	"PXD003416"	"healthy"	NA	4	1	0	0	0	"ORF1p_PA2_32_(27.893)"	"ORF2p_PA2_7_(82.822)"	"0"	NA
"489"	"PXD003416"	"healthy"	NA	5	1	0	0	0	"0"	"0"	"0"	NA
"490"	"PXD003416"	"healthy"	NA	6	1	0	0	0	"ORF1p_HS_94_(56.318),ORF1p_HS_7_(47.464)"	"0"	"0"	NA
"491"	"PXD003417"	"healthy"	NA	1	1	0	0	0	"ORF1p_PA2_32_(27.354),ORF1p_HS_94_(19.048)"	"0"	"0"	NA
"492"	"PXD003417"	"healthy"	NA	1	2	0	0	0	"ORF1p_PA2_32_(27.354),ORF1p_HS_94_(19.048)"	"0"	"0"	NA
"493"	"PXD003417"	"adjacent"	NA	2	1	0	0	0	"0"	"0"	"0"	NA
"494"	"PXD003417"	"adjacent"	NA	2	2	0	0	0	"0"	"0"	"0"	NA
"495"	"PXD003417"	"disease"	NA	3	1	0	0	0	"0"	"0"	"0"	NA
"496"	"PXD003417"	"disease"	NA	3	2	0	0	0	"0"	"0"	"0"	NA
"497"	"PXD003417"	"healthy"	NA	1	1	0	0	0	"ORF1p_PA2_32_(27.354),ORF1p_HS_94_(19.048)"	"0"	"0"	NA
"498"	"PXD003417"	"healthy"	NA	2	1	0	0	0	"0"	"0"	"0"	NA
"499"	"PXD003417"	"healthy"	NA	3	1	0	0	0	"0"	"0"	"0"	NA
"500"	"PXD003417"	"healthy"	NA	4	1	0	0	0	"0"	"0"	"0"	NA
"501"	"PXD003417"	"healthy"	NA	5	1	0	0	0	"0"	"0"	"0"	NA
"502"	"PXD003417"	"healthy"	NA	6	1	0	0	0	"0"	"0"	"0"	NA
"503"	"PXD003552"	"hepatocellular carcinoma"	NA	1	1	0	0	0	"0"	"ORF2p_HS_58_(5.675)"	"0"	NA
"504"	"PXD003552"	"hepatocellular carcinoma"	NA	2	1	0	0	0	"0"	"0"	"0"	NA
"505"	"PXD003552"	"hepatocellular carcinoma"	NA	3	1	0	0	0	"ORF1p_PA2_31_(2.977),ORF1p_HS_110_(2.977),ORF1p_HOT_4_(2.977),ORF1p_PA2_8_(2.977),ORF1p_HS_33_(2.977),ORF1p_HS_102_(2.977),ORF1p_HS_1_(2.977)"	"ORF2p_PA2_5_(16.318),ORF2p_HS_47_(2.977),ORF2p_HS_120_(2.977),ORF2p_HS_88_(2.977),ORF2p_PA2_12_(2.977),ORF2p_PA2_19_(2.977),ORF2p_PA2_28_(2.977),ORF2p_HS_72_(2.977),ORF2p_PA2_16_(2.977),ORF2p_HS_21_(2.977),ORF2p_HS_109_(2.977),ORF2p_PA2_25_(2.977),ORF2p_PA3_1_(2.977),ORF2p_PA2_7_(2.977),ORF2p_HS_19_(2.977),ORF2p_HS_100_(2.977),ORF2p_HS_103_(2.977),ORF2p_PA2_29_(2.977)"	"c(Q9XRX5_(2.977), P62684_(2.977), Q9UM44_(2.977), P63132_(2.977))"	NA
"506"	"PXD003552"	"hepatocellular carcinoma"	NA	4	1	0	0	3.81728778467909	"ORF1p_PA2_29_(3.817),ORF1p_HS_1_(3.817),ORF1p_HS_110_(3.817)"	"ORF2p_HOT_4_(3.817),ORF2p_HS_120_(3.817),ORF2p_HS_56_(3.817),ORF2p_HS_43_(3.817),ORF2p_PA2_12_(3.817),ORF2p_PA3_1_(3.817),ORF2p_HS_50_(3.817),ORF2p_HS_101_(3.817),ORF2p_HS_6_(3.817),ORF2p_HS_40_(3.817),ORF2p_HOT_6_(3.817),ORF2p_PA2_19_(3.817),ORF2p_PA2_13_(3.817),ORF2p_HS_103_(3.817)"	"c(C9J7D0_(3.817), Q9N2J8_(3.817), Q9XRX5_(3.817))"	NA
"507"	"PXD003552"	"hepatocellular carcinoma"	NA	5	1	0	0	0	"ORF1p_PA2_4_(33.898)"	"0"	"0"	NA
"508"	"PXD003552"	"hepatocellular carcinoma"	NA	6	1	0	0	0	"0"	"0"	"0"	NA
"509"	"PXD003552"	"hepatocellular carcinoma"	NA	7	1	0	0	0	"0"	"0"	"0"	NA
"510"	"PXD003552"	"hepatocellular carcinoma"	NA	8	1	0	0	0	"ORF1p_HS_120_(8.772),ORF1p_PA2_5_(2.262)"	"ORF2p_HOT_4_(2.262),ORF2p_HS_101_(2.262),ORF2p_PA3_1_(2.262)"	"C9JL84_(2.262)"	NA
"511"	"PXD003552"	"hepatocellular carcinoma"	NA	9	1	0	0	0	"0"	"ORF2p_HS_119_(11.679),ORF2p_PA2_31_(11.679),ORF2p_PA2_18_(2.752),ORF2p_HS_100_(2.752)"	"0"	NA
"512"	"PXD003552"	"hepatocellular carcinoma"	NA	10	1	0	2.38253693597764	0	"ORF1p_PA3_1_(2.383),ORF1p_HS_26_(2.383),ORF1p_HS_93_(2.383),ORF1p_HS_34_(2.383)"	"ORF2p_HS_67_(16.15),ORF2p_HS_40_(4.389),ORF2p_PA2_20_(4.389),ORF2p_HS_43_(2.383),ORF2p_HS_33_(2.383),ORF2p_PA2_30_(2.383),ORF2p_PA2_12_(2.383),ORF2p_PA2_33_(2.383),ORF2p_HS_114_(2.383),ORF2p_HS_76_(2.383),ORF2p_HS_111_(2.383),ORF2p_HS_122_(2.383),ORF2p_PA2_34_(2.383),ORF2p_PA2_24_(2.383),ORF2p_HS_42_(2.383),ORF2p_HS_38_(2.383)"	"C9JL84_(6.252)"	NA
"513"	"PXD003552"	"hepatocellular carcinoma"	NA	11	1	0	0	0	"0"	"0"	"0"	NA
"514"	"PXD003552"	"hepatocellular carcinoma"	NA	12	1	0	1.5277405521308	0	"ORF1p_HS_37_(4.379),ORF1p_HS_39_(1.528),ORF1p_HS_53_(1.528),ORF1p_HS_1_(1.528),ORF1p_HS_68_(1.528),ORF1p_PA2_20_(1.528)"	"ORF2p_HS_39_(4.379),ORF2p_HS_54_(4.379),ORF2p_HOT_4_(1.528),ORF2p_PA2_27_(1.528),ORF2p_HS_102_(1.528),ORF2p_HS_50_(1.528),ORF2p_HS_101_(1.528),ORF2p_HS_58_(1.528),ORF2p_HS_18_(1.528),ORF2p_HS_122_(1.528),ORF2p_HS_67_(1.528),ORF2p_PA2_6_(1.528)"	"c(P63132_(4.379), P62684_(1.528), H7C523_(1.528), C9JL84_(1.528), Q9XRX5_(1.528))"	NA
"515"	"PXD003552"	"hepatocellular carcinoma"	NA	13	1	0	1.63371773750687	0	"ORF1p_HS_37_(4.429),ORF1p_PA2_30_(1.634),ORF1p_HS_112_(1.634),ORF1p_PA2_17_(1.634)"	"ORF2p_HOT_4_(4.429),ORF2p_HS_120_(4.429),ORF2p_PA2_14_(4.429),ORF2p_PA2_8_(1.634),ORF2p_HS_7_(1.634),ORF2p_HS_30_(1.634),ORF2p_PA2_27_(1.634),ORF2p_PA2_5_(1.634),ORF2p_HS_21_(1.634),ORF2p_HS_15_(1.634),ORF2p_HS_115_(1.634),ORF2p_HOT_6_(1.634),ORF2p_PA2_21_(1.634),ORF2p_PA2_18_(1.634),ORF2p_PA2_19_(1.634),ORF2p_PA2_13_(1.634),ORF2p_PA2_20_(1.634),ORF2p_HS_103_(1.634),ORF2p_PA2_24_(1.634)"	"c(H7C523_(1.634), C9JL84_(1.634))"	NA
"516"	"PXD003552"	"hepatocellular carcinoma"	NA	14	1	0	0	0	"ORF1p_PA2_27_(3.289),ORF1p_HS_58_(3.289),ORF1p_PA2_20_(3.289),ORF1p_HS_101_(3.289)"	"ORF2p_PA2_31_(6.268),ORF2p_PA2_35_(3.289),ORF2p_HS_47_(3.289),ORF2p_HS_16_(3.289),ORF2p_HS_101_(3.289),ORF2p_PA2_4_(3.289),ORF2p_HS_33_(3.289),ORF2p_PA2_30_(3.289),ORF2p_HS_72_(3.289),ORF2p_HS_53_(3.289),ORF2p_HS_86_(3.289),ORF2p_PA2_21_(3.289),ORF2p_PA2_34_(3.289),ORF2p_HS_42_(3.289),ORF2p_HS_38_(3.289),ORF2p_HS_78_(3.289),ORF2p_HS_108_(3.289)"	"C9JD07_(3.289)"	NA
"517"	"PXD003552"	"hepatocellular carcinoma"	NA	15	1	0	0	0	"0"	"ORF2p_HOT_1_(16.06),ORF2p_HS_53_(0.575)"	"0"	NA
"518"	"PXD003552"	"hepatocellular carcinoma"	NA	16	1	0	0	0	"0"	"ORF2p_HS_25_(17.231)"	"C9JL84_(1.938)"	NA
"519"	"PXD003552"	"hepatocellular carcinoma"	NA	17	1	0	0	0	"0"	"0"	"0"	NA
"520"	"PXD003552"	"hepatocellular carcinoma"	NA	18	1	0	0	0	"ORF1p_PA2_31_(4.265),ORF1p_PA2_23_(1.901)"	"0"	"0"	NA
"521"	"PXD003552"	"hepatocellular carcinoma"	NA	19	1	0	0	0	"0"	"ORF2p_HS_39_(51.429)"	"0"	NA
"522"	"PXD003552"	"hepatocellular carcinoma"	NA	20	1	0	0	0	"0"	"0"	"0"	NA
"523"	"PXD003552"	"hepatocellular carcinoma"	NA	21	1	0	0	0	"0"	"ORF2p_HS_3_(40.426)"	"0"	NA
"524"	"PXD003552"	"hepatocellular carcinoma"	NA	22	1	0	0	0	"0"	"0"	"0"	NA
"525"	"PXD003552"	"hepatocellular carcinoma"	NA	23	1	0	0	0	"0"	"ORF2p_PA2_17_(21.385),ORF2p_PA2_32_(5.44),ORF2p_HS_6_(1.271),ORF2p_HS_108_(1.271)"	"0"	NA
"526"	"PXD003552"	"hepatocellular carcinoma"	NA	24	1	0	0	0	"0"	"ORF2p_PA2_13_(54.667)"	"0"	NA
"527"	"PXD003552"	"hepatocellular carcinoma"	NA	25	1	0	0	0	"0"	"ORF2p_HS_119_(19.404)"	"0"	NA
"528"	"PXD003552"	"hepatocellular carcinoma"	NA	26	1	0	0	0	"0"	"0"	"0"	NA
"529"	"PXD003552"	"hepatocellular carcinoma"	NA	27	1	0	0	0	"0"	"ORF2p_HS_59_(66.667),ORF2p_HS_103_(44.231)"	"0"	NA
"530"	"PXD003552"	"hepatocellular carcinoma"	NA	28	1	0	0	0	"0"	"ORF2p_HS_21_(32.692)"	"0"	NA
"531"	"PXD003552"	"hepatocellular carcinoma"	NA	29	1	0	0	0	"0"	"ORF2p_PA2_17_(0.845)"	"0"	NA
"532"	"PXD003552"	"hepatocellular carcinoma"	NA	30	1	0	0	0	"0"	"ORF2p_HS_114_(17.336),ORF2p_PA2_17_(17.336),ORF2p_HS_94_(17.336),ORF2p_HS_106_(17.336),ORF2p_PA2_20_(2.007),ORF2p_HS_34_(2.007)"	"C9JL84_(2.007)"	NA
"533"	"PXD003552"	"hepatocellular carcinoma"	NA	31	1	0	0	0	"ORF1p_PA2_25_(23.077)"	"ORF2p_PA2_34_(41.379),ORF2p_PA3_1_(38.983),ORF2p_HS_116_(18.868),ORF2p_HS_116_(18.519)"	"C9JY47_(40)"	NA
"534"	"PXD003552"	"hepatocellular carcinoma"	NA	32	1	0	0	0	"0"	"0"	"0"	NA
"535"	"PXD003552"	"hepatocellular carcinoma"	NA	33	1	0	2.25897539330375	0	"ORF1p_HS_12_(19.679),ORF1p_PA2_4_(2.259),ORF1p_PA2_30_(2.259),ORF1p_HOT_4_(2.259),ORF1p_PA2_18_(2.259),ORF1p_HS_67_(2.259),ORF1p_PA2_11_(2.259)"	"ORF2p_HOT_4_(2.259),ORF2p_PA2_16_(2.259),ORF2p_HS_67_(2.259),ORF2p_PA2_22_(2.259),ORF2p_HS_36_(2.259),ORF2p_PA2_1_(2.259),ORF2p_HS_33_(2.259),ORF2p_HS_71_(2.259),ORF2p_PA2_23_(2.259),ORF2p_HS_93_(2.259),ORF2p_PA3_1_(2.259),ORF2p_PA2_7_(2.259),ORF2p_HS_101_(2.259),ORF2p_PA2_26_(2.259),ORF2p_HS_116_(2.259),ORF2p_HS_52_(2.259),ORF2p_PA2_13_(2.259),ORF2p_PA2_20_(2.259),ORF2p_HS_100_(2.259),ORF2p_HS_20_(2.259),ORF2p_PA2_11_(2.259),ORF2p_HS_103_(2.259)"	"C9JL84_(2.259)"	NA
"536"	"PXD003552"	"hepatocellular carcinoma"	NA	34	1	0	0	0	"0"	"0"	"0"	NA
"537"	"PXD003552"	"hepatocellular carcinoma"	NA	35	1	0	0	0	"0"	"0"	"0"	NA
"538"	"PXD003552"	"hepatocellular carcinoma"	NA	36	1	0	0	0	"0"	"ORF2p_PA2_26_(46.875)"	"0"	NA
"539"	"PXD003965"	"healthy"	NA	1	1	0	0	0	"ORF1p_HS_94_(9.677)"	"ORF2p_HS_59_(20)"	"0"	NA
"540"	"PXD003965"	"healthy"	NA	1	2	0	0	0	"ORF1p_HS_94_(9.677)"	"ORF2p_HS_59_(20)"	"0"	NA
"541"	"PXD003965"	"healthy"	NA	2	1	0	0	0	"0"	"0"	"0"	NA
"542"	"PXD003965"	"healthy"	NA	2	2	0	0	0	"0"	"0"	"0"	NA
"543"	"PXD003965"	"healthy"	NA	3	1	0	0	0	"0"	"0"	"0"	NA
"544"	"PXD003965"	"healthy"	NA	3	1	0	0	0	"0"	"0"	"0"	NA
"545"	"PXD004051"	"breast_cancer"	NA	1	1	0	0	0	"0"	"0"	"0"	NA
"546"	"PXD004051"	"breast_cancer"	NA	2	1	4.06147091108672	0	0	"0"	"ORF2p_PA2_29_(4.061),ORF2p_HS_71_(4.061)"	"C9J7D0_(4.061)"	NA
"547"	"PXD004051"	"breast_cancer"	NA	3	1	0	0	0	"0"	"ORF2p_PA2_13_(12.237),ORF2p_HS_83_(5.605)"	"0"	NA
"548"	"PXD004051"	"breast_cancer"	NA	4	1	0	0	0	"0"	"0"	"0"	NA
"549"	"PXD004051"	"breast_cancer"	NA	5	1	0	0	0	"0"	"0"	"0"	NA
"550"	"PXD004051"	"breast_cancer"	NA	6	1	0	0	0	"ORF1p_PA2_18_(5.649),ORF1p_HOT_2_(5.649)"	"ORF2p_HS_121_(5.649)"	"P63132_(5.649)"	NA
"551"	"PXD004051"	"breast_cancer"	NA	7	1	0	0	0	"0"	"0"	"0"	NA
"552"	"PXD004051"	"breast_cancer"	NA	8	1	0	0	0	"0"	"0"	"0"	NA
"553"	"PXD004051"	"breast_cancer"	NA	9	1	0	0	0	"0"	"0"	"0"	NA
"554"	"PXD004051"	"breast_cancer"	NA	10	1	0	0	0	"0"	"0"	"0"	NA
"555"	"PXD004051"	"breast_cancer"	NA	11	1	0	0	0	"0"	"ORF2p_HS_105_(11.504)"	"0"	NA
"556"	"PXD004051"	"breast_cancer"	NA	12	1	58.0645161290322	0	0	"0"	"0"	"0"	NA
"557"	"PXD004051"	"breast_cancer"	NA	13	1	0	0	0	"0"	"0"	"0"	NA
"558"	"PXD004051"	"breast_cancer"	NA	14	1	0	0	0	"0"	"0"	"0"	NA
"559"	"PXD004051"	"breast_cancer"	NA	15	1	0	0	0	"0"	"0"	"0"	NA
"560"	"PXD004051"	"breast_cancer"	NA	16	1	0	4.43131462333826	0	"0"	"0"	"0"	NA
"561"	"PXD004280"	"healthy"	NA	1	1	0	0	0	"0"	"0"	"0"	NA
"562"	"PXD004280"	"healthy"	NA	2	1	0	0	0	"0"	"ORF2p_PA2_3_(16.302)"	"0"	NA
"563"	"PXD004280"	"healthy"	NA	3	1	0	0	0	"0"	"0"	"0"	NA
"564"	"PXD004280"	"healthy"	NA	4	1	0	0	0	"0"	"ORF2p_PA2_14_(6.557)"	"0"	NA
"565"	"PXD004280"	"healthy"	NA	5	1	0	0	0	"0"	"0"	"0"	NA
"566"	"PXD004280"	"healthy"	NA	6	1	0	26.2845849802372	0	"ORF1p_HS_121_(10.172)"	"ORF2p_PA2_29_(8.326)"	"0"	NA
"567"	"PXD004280"	"healthy"	NA	7	1	0	0	0	"0"	"0"	"0"	NA
"568"	"PXD004280"	"healthy"	NA	8	1	0	0	0	"0"	"ORF2p_HS_85_(96.491)"	"0"	NA
"569"	"PXD004280"	"healthy"	NA	9	1	0	0	0	"ORF1p_HS_120_(12.141)"	"ORF2p_PA2_30_(16.3),ORF2p_PA2_21_(9.505)"	"C9JY47_(7.551)"	NA
"570"	"PXD004280"	"healthy"	NA	10	1	0	0	0	"0"	"ORF2p_PA2_3_(21.268),ORF2p_HS_85_(5.513)"	"0"	NA
"571"	"PXD004280"	"healthy"	NA	11	1	0	0	0	"0"	"0"	"0"	NA
"572"	"PXD004280"	"healthy"	NA	12	1	0	0	0	"0"	"ORF2p_HS_42_(25.96),ORF2p_PA2_21_(19.296),ORF2p_HS_25_(19.296)"	"Q9XRX5_(5.326)"	NA
"573"	"PXD004280"	"healthy"	NA	13	1	0	0	0	"0"	"0"	"P63132_(5.511)"	NA
"574"	"PXD004280"	"healthy"	NA	14	1	0	0	0	"0"	"0"	"0"	NA
"575"	"PXD004280"	"healthy"	NA	15	1	0	0	0	"0"	"ORF2p_HS_34_(13.546)"	"0"	NA
"576"	"PXD004280"	"healthy"	NA	16	1	0	0	0	"0"	"0"	"Q9XRX5_(14.171)"	NA
"577"	"PXD004280"	"healthy"	NA	17	1	0	0	0	"0"	"0"	"0"	NA
"578"	"PXD004280"	"healthy"	NA	18	1	0	0	0	"0"	"ORF2p_HS_85_(80.868),ORF2p_HS_20_(6.306)"	"P62684_(7.978)"	NA
"579"	"PXD004280"	"healthy"	NA	19	1	0	0	0	"0"	"ORF2p_HS_85_(14.214),ORF2p_HS_12_(9.045)"	"0"	NA
"580"	"PXD004280"	"healthy"	NA	20	1	0	0	0	"ORF1p_HS_34_(8.683)"	"ORF2p_HS_108_(10.078),ORF2p_PA3_1_(6.522)"	"Q9XRX5_(15.19)"	NA
"581"	"PXD004280"	"healthy"	NA	21	1	0	0	0	"0"	"0"	"0"	NA
"582"	"PXD004280"	"healthy"	NA	22	1	0	0	0	"0"	"0"	"0"	NA
"583"	"PXD004280"	"healthy"	NA	23	1	0	0	0	"0"	"ORF2p_HS_34_(12.352)"	"0"	NA
"584"	"PXD004280"	"healthy"	NA	24	1	0	0	0	"0"	"ORF2p_PA2_2_(36.752)"	"0"	NA
"585"	"PXD004280"	"healthy"	NA	25	1	0	0	0	"0"	"0"	"0"	NA
"586"	"PXD004280"	"healthy"	NA	26	1	0	0	0	"0"	"ORF2p_PA2_3_(19.217)"	"0"	NA
"587"	"PXD004280"	"healthy"	NA	27	1	0	0	0	"0"	"ORF2p_HS_83_(5.882)"	"0"	NA
"588"	"PXD004280"	"healthy"	NA	28	1	0	0	0	"0"	"0"	"0"	NA
"589"	"PXD004280"	"healthy"	NA	29	1	0	0	0	"0"	"ORF2p_PA2_2_(40)"	"0"	NA
"590"	"PXD004280"	"healthy"	NA	30	1	0	0	0	"0"	"0"	"0"	NA
"591"	"PXD004280"	"healthy"	NA	31	1	0	0	0	"0"	"ORF2p_PA2_1_(22.273),ORF2p_PA2_30_(22.273)"	"Q9N2K0_(38.51)"	NA
"592"	"PXD004280"	"healthy"	NA	32	1	0	0	0	"0"	"0"	"0"	NA
"593"	"PXD004280"	"healthy"	NA	33	1	0	0	0	"0"	"ORF2p_HS_85_(10.162),ORF2p_PA2_23_(7.356)"	"0"	NA
"594"	"PXD004280"	"healthy"	NA	34	1	0	0	0	"0"	"0"	"0"	NA
"595"	"PXD004280"	"healthy"	NA	35	1	0	0	0	"0"	"0"	"Q9XRX5_(3.333)"	NA
"596"	"PXD004280"	"healthy"	NA	36	1	0	0	0	"0"	"0"	"0"	NA
"597"	"PXD004280"	"healthy"	NA	37	1	0	0	0	"0"	"ORF2p_PA2_3_(6.325),ORF2p_PA2_34_(3.235)"	"Q9XRX5_(2.229)"	NA
"598"	"PXD004280"	"healthy"	NA	38	1	0	0	0	"0"	"0"	"0"	NA
"599"	"PXD004280"	"healthy"	NA	39	1	0	0	0	"0"	"ORF2p_PA2_15_(13.554)"	"0"	NA
"600"	"PXD004280"	"healthy"	NA	40	1	0	0	0	"ORF1p_HS_110_(80.851)"	"ORF2p_HS_71_(6.512)"	"0"	NA
"601"	"PXD004280"	"healthy"	NA	41	1	0	0	0	"0"	"0"	"C9JL84_(27.803)"	NA
"602"	"PXD004280"	"healthy"	NA	42	1	0	0	0	"0"	"ORF2p_PA2_28_(46.842)"	"0"	NA
"603"	"PXD004280"	"healthy"	NA	43	1	0	0	0	"ORF1p_HS_94_(15.152)"	"0"	"0"	NA
"604"	"PXD004280"	"control"	NA	44	1	0	0	0	"ORF1p_HS_94_(15.021),ORF1p_PA2_32_(7.099)"	"ORF2p_HS_54_(41.3),ORF2p_HS_116_(12.853),ORF2p_HS_6_(12.299),ORF2p_PA2_25_(10),ORF2p_PA2_32_(10)"	"0"	NA
"605"	"PXD004280"	"inactive"	NA	45	1	0	11.4790286975717	0	"ORF1p_HS_94_(20.721),ORF1p_HOT_3_(7.379),ORF1p_PA2_28_(3.39),ORF1p_HS_44_(3.39)"	"ORF2p_HS_116_(11.111)"	"C9JL84_(3.39)"	NA
"606"	"PXD004280"	"activated"	NA	46	1	0	0	0	"ORF1p_HS_94_(24.651),ORF1p_HS_1_(9.683),ORF1p_PA2_4_(9.683)"	"ORF2p_HS_116_(9.701),ORF2p_HS_42_(9.683),ORF2p_HS_108_(9.683),ORF2p_HS_54_(7.62)"	"0"	NA
