"Dataset"	"Disease"	"Tissue"	"Sample"	"Replicate"	"ORF1p"	"ORF2p"	"ORF0"	"ORF1p_variants"	"ORF2p_variants"	"HERV_proteins"	"PTMs"	"Study"	"spectralSize"	"diseaseState"
"358"	"PXD003407"	"inflammation"	"HUVEC"	6	1	0	0	0	"0"	"ORF2p_PA2_26_(99.281),ORF2p_PA2_25_(30.552)"	"0"	NA	"healthy"	3579.686	"healthy"
"359"	"PXD003407"	"inflammation"	"HUVEC"	7	1	0	0	0	"0"	"ORF2p_HS_103_(15.331)"	"0"	NA	"healthy"	3579.686	"healthy"
"360"	"PXD003407"	"inflammation"	"HUVEC"	8	1	0	0	0	"0"	"ORF2p_PA2_22_(18.777),ORF2p_PA2_19_(17.727),ORF2p_HS_85_(13.183)"	"P62684_(24.096)"	NA	"healthy"	3579.686	"healthy"
"361"	"PXD003407"	"inflammation"	"HUVEC"	9	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	3579.686	"healthy"
"362"	"PXD003407"	"inflammation"	"HUVEC"	10	1	0	0	0	"0"	"ORF2p_HS_85_(45.768)"	"0"	NA	"healthy"	3579.686	"healthy"
"363"	"PXD003407"	"inflammation"	"HUVEC"	11	1	0	0	0	"0"	"ORF2p_PA2_14_(52.663),ORF2p_HS_116_(21.622),ORF2p_PA2_4_(10.651)"	"0"	NA	"healthy"	3579.686	"healthy"
"364"	"PXD003407"	"inflammation"	"HUVEC"	12	1	0	0	0	"0"	"ORF2p_PA2_29_(31.722),ORF2p_PA3_1_(15.341),ORF2p_HS_116_(14.551)"	"0"	NA	"healthy"	3579.686	"healthy"
"365"	"PXD003407"	"inflammation"	"HUVEC"	13	1	0	0	0	"0"	"ORF2p_HS_108_(62.226),ORF2p_PA2_32_(54.029),ORF2p_HS_40_(15.652),ORF2p_HS_7_(1.923)"	"0"	NA	"healthy"	3579.686	"healthy"
"366"	"PXD003407"	"inflammation"	"HUVEC"	14	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	3579.686	"healthy"
"367"	"PXD003407"	"inflammation"	"HUVEC"	15	1	0	0	0	"0"	"0"	"C9JL84_(39.899)"	NA	"healthy"	3579.686	"healthy"
"368"	"PXD003407"	"inflammation"	"HUVEC"	16	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	3579.686	"healthy"
"369"	"PXD003407"	"inflammation"	"HUVEC"	17	1	0	0	0	"ORF1p_PA2_19_(37.417),ORF1p_HS_44_(18.874)"	"0"	"0"	NA	"healthy"	3579.686	"healthy"
"370"	"PXD003407"	"inflammation"	"HUVEC"	18	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	3579.686	"healthy"
"371"	"PXD003407"	"inflammation"	"HUVEC"	19	1	0	0	0	"ORF1p_HS_97_(29.73)"	"0"	"0"	NA	"healthy"	3579.686	"healthy"
"372"	"PXD003407"	"inflammation"	"HUVEC"	20	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	3579.686	"healthy"
"373"	"PXD003407"	"inflammation"	"HUVEC"	21	1	15.5440414507772	0	0	"ORF1p_HS_84_(15.695)"	"ORF2p_HS_102_(21.875),ORF2p_PA2_34_(17.734),ORF2p_PA2_4_(10.638)"	"0"	NA	"healthy"	3579.686	"healthy"
"374"	"PXD003407"	"inflammation"	"HUVEC"	22	1	0	0	0	"0"	"ORF2p_PA2_19_(40)"	"0"	NA	"healthy"	3579.686	"healthy"
"375"	"PXD003407"	"inflammation"	"HUVEC"	23	1	0	52.8089887640449	0	"ORF1p_HS_94_(20.732)"	"ORF2p_HS_7_(39.13)"	"0"	NA	"healthy"	3579.686	"healthy"
"376"	"PXD003407"	"inflammation"	"HUVEC"	24	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	3579.686	"healthy"
"377"	"PXD003407"	"inflammation"	"HUVEC"	25	1	0	0	0	"0"	"ORF2p_PA2_27_(22.335)"	"0"	NA	"healthy"	3579.686	"healthy"
"378"	"PXD003407"	"inflammation"	"HUVEC"	26	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	3579.686	"healthy"
"379"	"PXD003408"	"inflammation"	"HUVEC"	1	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	2342.405	"healthy"
"380"	"PXD003408"	"inflammation"	"HUVEC"	2	1	0	0	0	"0"	"ORF2p_PA2_22_(26.786)"	"0"	NA	"healthy"	2342.405	"healthy"
"381"	"PXD003408"	"inflammation"	"HUVEC"	3	1	0	0	0	"0"	"ORF2p_HS_88_(24.138),ORF2p_PA2_6_(23.121),ORF2p_PA2_35_(20.107),ORF2p_PA2_33_(19.121)"	"0"	NA	"healthy"	2342.405	"healthy"
"382"	"PXD003408"	"inflammation"	"HUVEC"	4	1	0	0	0	"0"	"ORF2p_HS_9_(20)"	"0"	NA	"healthy"	2342.405	"healthy"
"383"	"PXD003408"	"inflammation"	"HUVEC"	5	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	2342.405	"healthy"
"384"	"PXD003408"	"inflammation"	"HUVEC"	6	1	41.747572815534	0	0	"0"	"ORF2p_HS_22_(47.208)"	"0"	NA	"healthy"	2342.405	"healthy"
"385"	"PXD003408"	"inflammation"	"HUVEC"	7	1	0	0	0	"ORF1p_HS_115_(22.063)"	"ORF2p_PA2_6_(8.741)"	"0"	NA	"healthy"	2342.405	"healthy"
"386"	"PXD003408"	"inflammation"	"HUVEC"	8	1	0	0	0	"ORF1p_HS_30_(34.559)"	"0"	"0"	NA	"healthy"	2342.405	"healthy"
"387"	"PXD003408"	"inflammation"	"HUVEC"	9	1	0	0	0	"0"	"ORF2p_PA2_26_(58.513),ORF2p_HS_108_(27.578)"	"0"	NA	"healthy"	2342.405	"healthy"
"388"	"PXD003408"	"inflammation"	"HUVEC"	10	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	2342.405	"healthy"
"389"	"PXD003408"	"inflammation"	"HUVEC"	11	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	2342.405	"healthy"
"390"	"PXD003408"	"inflammation"	"HUVEC"	12	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	2342.405	"healthy"
"391"	"PXD003408"	"inflammation"	"HUVEC"	13	1	0	0	0	"0"	"ORF2p_HS_7_(22.556)"	"0"	NA	"healthy"	2342.405	"healthy"
"392"	"PXD003408"	"inflammation"	"HUVEC"	14	1	0	0	0	"0"	"ORF2p_HS_7_(12.605)"	"0"	NA	"healthy"	2342.405	"healthy"
"393"	"PXD003408"	"inflammation"	"HUVEC"	15	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	2342.405	"healthy"
"394"	"PXD003408"	"inflammation"	"HUVEC"	16	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	2342.405	"healthy"
"395"	"PXD003408"	"inflammation"	"HUVEC"	17	1	0	0	0	"0"	"ORF2p_HS_106_(56.796)"	"0"	NA	"healthy"	2342.405	"healthy"
"396"	"PXD003408"	"inflammation"	"HUVEC"	18	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	2342.405	"healthy"
"397"	"PXD003408"	"inflammation"	"HUVEC"	19	1	0	0	0	"0"	"ORF2p_HS_42_(4.425)"	"0"	NA	"healthy"	2342.405	"healthy"
"398"	"PXD003408"	"inflammation"	"HUVEC"	20	1	0	0	0	"ORF1p_PA2_7_(40.127)"	"ORF2p_PA3_1_(43.312)"	"0"	NA	"healthy"	2342.405	"healthy"
"399"	"PXD003408"	"inflammation"	"HUVEC"	21	1	0	0	0	"0"	"ORF2p_PA2_21_(8.146),ORF2p_HS_106_(7.665),ORF2p_HS_56_(4.321)"	"P63132_(58.307)"	NA	"healthy"	2342.405	"healthy"
"400"	"PXD003408"	"inflammation"	"HUVEC"	22	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	2342.405	"healthy"
"401"	"PXD003408"	"inflammation"	"HUVEC"	23	1	16.9398907103825	0	0	"0"	"ORF2p_HS_102_(57.065)"	"0"	NA	"healthy"	2342.405	"healthy"
"402"	"PXD003408"	"inflammation"	"HUVEC"	24	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	2342.405	"healthy"
"403"	"PXD003408"	"inflammation"	"HUVEC"	25	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	2342.405	"healthy"
"404"	"PXD003408"	"inflammation"	"HUVEC"	26	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	2342.405	"healthy"
"405"	"PXD003409"	"inflammation"	"HUVEC"	1	1	0	0	0	"0"	"ORF2p_HS_72_(18.902)"	"0"	NA	"healthy"	2542.141	"healthy"
"406"	"PXD003409"	"inflammation"	"HUVEC"	2	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	2542.141	"healthy"
"407"	"PXD003409"	"inflammation"	"HUVEC"	3	1	0	0	0	"0"	"ORF2p_PA2_4_(23.571)"	"0"	NA	"healthy"	2542.141	"healthy"
"408"	"PXD003409"	"inflammation"	"HUVEC"	4	1	0	0	0	"0"	"ORF2p_HS_85_(30.769),ORF2p_HS_122_(17.949)"	"0"	NA	"healthy"	2542.141	"healthy"
"409"	"PXD003409"	"inflammation"	"HUVEC"	5	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	2542.141	"healthy"
"410"	"PXD003409"	"inflammation"	"HUVEC"	6	1	0	0	0	"0"	"ORF2p_PA2_19_(7.407)"	"0"	NA	"healthy"	2542.141	"healthy"
"411"	"PXD003409"	"inflammation"	"HUVEC"	7	1	0	0	0	"0"	"ORF2p_PA2_15_(10.37)"	"0"	NA	"healthy"	2542.141	"healthy"
"412"	"PXD003409"	"inflammation"	"HUVEC"	8	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	2542.141	"healthy"
"413"	"PXD003409"	"inflammation"	"HUVEC"	9	1	0	0	0	"0"	"ORF2p_HOT_4_(31.759),ORF2p_HS_108_(7.552)"	"0"	NA	"healthy"	2542.141	"healthy"
"414"	"PXD003409"	"inflammation"	"HUVEC"	10	1	0	0	0	"ORF1p_PA2_7_(2.556)"	"ORF2p_HS_42_(1.049)"	"P61576_(2.556)"	NA	"healthy"	2542.141	"healthy"
"415"	"PXD003409"	"inflammation"	"HUVEC"	11	1	0	0	0	"0"	"ORF2p_HS_7_(12.928)"	"0"	NA	"healthy"	2542.141	"healthy"
"416"	"PXD003409"	"inflammation"	"HUVEC"	12	1	0	0	0	"0"	"ORF2p_PA2_4_(10.442),ORF2p_HS_7_(3.252)"	"0"	NA	"healthy"	2542.141	"healthy"
"417"	"PXD003409"	"inflammation"	"HUVEC"	13	1	0	0	0	"0"	"ORF2p_HS_7_(12.5)"	"0"	NA	"healthy"	2542.141	"healthy"
"418"	"PXD003409"	"inflammation"	"HUVEC"	14	1	0	0	0	"0"	"ORF2p_HS_7_(32.494)"	"0"	NA	"healthy"	2542.141	"healthy"
"419"	"PXD003409"	"inflammation"	"HUVEC"	15	1	0	0	0	"ORF1p_PA2_30_(31.858),ORF1p_HS_75_(14.545)"	"ORF2p_HS_121_(47.009)"	"0"	NA	"healthy"	2542.141	"healthy"
"420"	"PXD003409"	"inflammation"	"HUVEC"	16	1	0	0	0	"ORF1p_HS_54_(29.286)"	"ORF2p_HS_106_(26.923)"	"0"	NA	"healthy"	2542.141	"healthy"
"421"	"PXD003409"	"inflammation"	"HUVEC"	17	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	2542.141	"healthy"
"422"	"PXD003409"	"inflammation"	"HUVEC"	18	1	0	13.2530120481928	0	"0"	"ORF2p_PA2_28_(64.331),ORF2p_PA2_2_(56.688),ORF2p_PA2_21_(13.497)"	"0"	NA	"healthy"	2542.141	"healthy"
"423"	"PXD003409"	"inflammation"	"HUVEC"	19	1	0	7.01402805611222	0	"0"	"0"	"0"	NA	"healthy"	2542.141	"healthy"
"424"	"PXD003409"	"inflammation"	"HUVEC"	20	1	0	0	0	"ORF1p_HS_54_(17.46)"	"0"	"0"	NA	"healthy"	2542.141	"healthy"
"425"	"PXD003409"	"inflammation"	"HUVEC"	21	1	0	0	0	"0"	"0"	"P63132_(16.19)"	NA	"healthy"	2542.141	"healthy"
"426"	"PXD003409"	"inflammation"	"HUVEC"	22	1	0	0	0	"0"	"ORF2p_PA2_16_(1.802)"	"0"	NA	"healthy"	2542.141	"healthy"
"427"	"PXD003409"	"inflammation"	"HUVEC"	23	1	0	0	0	"0"	"ORF2p_HS_7_(40.909)"	"0"	NA	"healthy"	2542.141	"healthy"
"428"	"PXD003409"	"inflammation"	"HUVEC"	24	1	0	0	0	"ORF1p_PA2_15_(79.012)"	"0"	"0"	NA	"healthy"	2542.141	"healthy"
"429"	"PXD003409"	"inflammation"	"HUVEC"	25	1	0	0	0	"0"	"ORF2p_HS_7_(39.216)"	"0"	NA	"healthy"	2542.141	"healthy"
"430"	"PXD003409"	"inflammation"	"HUVEC"	26	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	2542.141	"healthy"
"431"	"PXD003411"	"inflammation"	"HUVEC"	1	1	0	0	0	"ORF1p_HS_94_(30.806)"	"ORF2p_PA2_25_(22.439)"	"0"	NA	"healthy"	450.165	"healthy"
"432"	"PXD003411"	"inflammation"	"HUVEC"	2	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	450.165	"healthy"
"433"	"PXD003411"	"inflammation"	"HUVEC"	3	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	450.165	"healthy"
"434"	"PXD003411"	"inflammation"	"HUVEC"	4	1	0	0	0	"ORF1p_HS_94_(20.645)"	"ORF2p_HS_2_(22.876),ORF2p_PA2_28_(18.421)"	"0"	NA	"healthy"	450.165	"healthy"
"435"	"PXD003411"	"inflammation"	"HUVEC"	5	1	0	0	0	"0"	"ORF2p_HS_2_(11.25)"	"0"	NA	"healthy"	450.165	"healthy"
"436"	"PXD003411"	"inflammation"	"HUVEC"	6	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	450.165	"healthy"
"437"	"PXD003412"	"inflammation"	"NHDF"	1	1	0	0	0	"ORF1p_HS_107_(26.134),ORF1p_PA2_14_(6.416)"	"ORF2p_PA2_22_(22.197),ORF2p_PA2_23_(18.04),ORF2p_HS_116_(6.416)"	"0"	NA	"healthy"	2915.271	"healthy"
"438"	"PXD003412"	"inflammation"	"NHDF"	2	1	0	0	0	"0"	"ORF2p_HS_20_(18.293)"	"0"	NA	"healthy"	2915.271	"healthy"
"439"	"PXD003412"	"inflammation"	"NHDF"	3	1	0	0	0	"ORF1p_HS_122_(30.165)"	"ORF2p_PA2_20_(15.782),ORF2p_HS_3_(13.957),ORF2p_HOT_4_(13.108)"	"0"	NA	"healthy"	2915.271	"healthy"
"440"	"PXD003412"	"inflammation"	"NHDF"	4	1	0	0	0	"ORF1p_HS_105_(36.559),ORF1p_PA2_31_(29.189)"	"ORF2p_HS_105_(27.461)"	"0"	NA	"healthy"	2915.271	"healthy"
"441"	"PXD003412"	"inflammation"	"NHDF"	5	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	2915.271	"healthy"
"442"	"PXD003412"	"inflammation"	"NHDF"	6	1	0	0	0	"ORF1p_HS_67_(8.976)"	"0"	"0"	NA	"healthy"	2915.271	"healthy"
"443"	"PXD003412"	"inflammation"	"NHDF"	7	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	2915.271	"healthy"
"444"	"PXD003412"	"inflammation"	"NHDF"	8	1	0	0	0	"ORF1p_HS_105_(61.307),ORF1p_PA2_31_(17.25)"	"ORF2p_PA2_19_(75.439),ORF2p_HS_2_(12.25)"	"0"	NA	"healthy"	2915.271	"healthy"
"445"	"PXD003412"	"inflammation"	"NHDF"	9	1	0	0	0	"ORF1p_HS_84_(8.121)"	"0"	"0"	NA	"healthy"	2915.271	"healthy"
"446"	"PXD003412"	"inflammation"	"NHDF"	10	1	0	0	0	"0"	"ORF2p_PA3_1_(38.424),ORF2p_PA2_20_(36.228)"	"0"	NA	"healthy"	2915.271	"healthy"
"447"	"PXD003412"	"inflammation"	"NHDF"	11	1	0	0	0	"0"	"ORF2p_HS_40_(6.17),ORF2p_HS_42_(4.569),ORF2p_PA2_19_(3.01)"	"0"	NA	"healthy"	2915.271	"healthy"
"448"	"PXD003412"	"inflammation"	"NHDF"	12	1	0	0	0	"ORF1p_HS_94_(41.459)"	"ORF2p_PA2_20_(24.236)"	"0"	NA	"healthy"	2915.271	"healthy"
"449"	"PXD003413"	"inflammation"	"NHDF"	1	1	63.7837837837838	0	0	"0"	"0"	"0"	NA	"healthy"	2324.755	"healthy"
"450"	"PXD003413"	"inflammation"	"NHDF"	2	1	0	19.2893401015228	0	"0"	"ORF2p_PA2_34_(40.488)"	"0"	NA	"healthy"	2324.755	"healthy"
"451"	"PXD003413"	"inflammation"	"NHDF"	3	1	23.9234449760766	0	0	"0"	"ORF2p_HS_39_(11.342)"	"C9J7D0_(25.04)"	NA	"healthy"	2324.755	"healthy"
"452"	"PXD003413"	"inflammation"	"NHDF"	4	1	0	0	0	"0"	"ORF2p_PA2_25_(65.806)"	"0"	NA	"healthy"	2324.755	"healthy"
"453"	"PXD003413"	"inflammation"	"NHDF"	5	1	0	0	0	"0"	"ORF2p_HS_105_(97.279),ORF2p_HS_72_(21.481)"	"0"	NA	"healthy"	2324.755	"healthy"
"454"	"PXD003413"	"inflammation"	"NHDF"	6	1	0	0	0	"ORF1p_PA2_30_(20.833)"	"ORF2p_HOT_4_(14.208),ORF2p_PA2_22_(2.198)"	"0"	NA	"healthy"	2324.755	"healthy"
"455"	"PXD003413"	"inflammation"	"NHDF"	7	1	0	0	0	"ORF1p_PA2_16_(23.203)"	"ORF2p_PA2_7_(23.203)"	"P63132_(27.451)"	NA	"healthy"	2324.755	"healthy"
"456"	"PXD003413"	"inflammation"	"NHDF"	8	1	0	0	0	"ORF1p_HS_105_(75.33)"	"0"	"0"	NA	"healthy"	2324.755	"healthy"
"457"	"PXD003413"	"inflammation"	"NHDF"	9	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	2324.755	"healthy"
"458"	"PXD003413"	"inflammation"	"NHDF"	10	1	0	0	0	"ORF1p_PA2_31_(9.862)"	"ORF2p_PA2_20_(18.981),ORF2p_HS_72_(15.521),ORF2p_HS_20_(13.895),ORF2p_HS_40_(12.984)"	"0"	NA	"healthy"	2324.755	"healthy"
"459"	"PXD003413"	"inflammation"	"NHDF"	11	1	0	0	0	"0"	"ORF2p_HS_62_(54.483),ORF2p_PA2_20_(47.552),ORF2p_HS_40_(41.892),ORF2p_HS_20_(11.824)"	"0"	NA	"healthy"	2324.755	"healthy"
"460"	"PXD003413"	"inflammation"	"NHDF"	12	1	0	0	0	"0"	"ORF2p_HS_40_(11.828)"	"0"	NA	"healthy"	2324.755	"healthy"
"461"	"PXD003414"	"inflammation"	"NHDF"	1	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	1406.244	"healthy"
"462"	"PXD003414"	"inflammation"	"NHDF"	2	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	1406.244	"healthy"
"463"	"PXD003414"	"inflammation"	"NHDF"	3	1	0	0	0	"ORF1p_PA2_22_(88.034),ORF1p_HS_42_(17.925)"	"ORF2p_HOT_2_(30.303)"	"0"	NA	"healthy"	1406.244	"healthy"
"464"	"PXD003414"	"inflammation"	"NHDF"	4	1	0	0	0	"ORF1p_PA2_24_(1.036)"	"0"	"0"	NA	"healthy"	1406.244	"healthy"
"465"	"PXD003414"	"inflammation"	"NHDF"	5	1	0	0	0	"ORF1p_HS_69_(28.966)"	"ORF2p_HS_1_(10.884)"	"0"	NA	"healthy"	1406.244	"healthy"
"466"	"PXD003414"	"inflammation"	"NHDF"	6	1	0	15.06024	0	"0"	"0"	"0"	NA	"healthy"	1406.244	"healthy"
"467"	"PXD003414"	"inflammation"	"NHDF"	7	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	1406.244	"healthy"
"468"	"PXD003414"	"inflammation"	"NHDF"	8	1	0	0	0	"0"	"ORF2p_PA2_28_(19.565)"	"0"	NA	"healthy"	1406.244	"healthy"
"469"	"PXD003414"	"inflammation"	"NHDF"	9	1	0	0	0	"ORF1p_HS_74_(15.152),ORF1p_HS_97_(13.761)"	"0"	"0"	NA	"healthy"	1406.244	"healthy"
"470"	"PXD003414"	"inflammation"	"NHDF"	10	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	1406.244	"healthy"
"471"	"PXD003414"	"inflammation"	"NHDF"	11	1	0	0	0	"0"	"ORF2p_PA2_20_(22.772)"	"0"	NA	"healthy"	1406.244	"healthy"
"472"	"PXD003414"	"inflammation"	"NHDF"	12	1	0	0	0	"0"	"ORF2p_PA2_30_(45.562),ORF2p_HS_40_(40.595),ORF2p_PA3_1_(3.669)"	"0"	NA	"healthy"	1406.244	"healthy"
"473"	"PXD003415"	"inflammation"	"NHDF"	1	1	0	0	0	"0"	"ORF2p_HS_54_(56.707),ORF2p_HOT_4_(31.638),ORF2p_HS_53_(14.545)"	"0"	NA	"healthy"	1801.067	"healthy"
"474"	"PXD003415"	"inflammation"	"NHDF"	2	1	0	0	0	"0"	"0"	"C9JY47_(83.422)"	NA	"healthy"	1801.067	"healthy"
"475"	"PXD003415"	"inflammation"	"NHDF"	3	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	1801.067	"healthy"
"476"	"PXD003415"	"inflammation"	"NHDF"	4	1	0	14.2857142857143	0	"0"	"ORF2p_PA2_13_(24.183),ORF2p_HOT_1_(20.349),ORF2p_HS_9_(11.921)"	"0"	NA	"healthy"	1801.067	"healthy"
"477"	"PXD003415"	"inflammation"	"NHDF"	5	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	1801.067	"healthy"
"478"	"PXD003415"	"inflammation"	"NHDF"	6	1	24.0740740740741	0	0	"ORF1p_HS_115_(6.557)"	"0"	"Q9XRX5_(8.671)"	NA	"healthy"	1801.067	"healthy"
"479"	"PXD003415"	"inflammation"	"NHDF"	7	1	0	0	0	"0"	"ORF2p_HS_39_(93.981),ORF2p_PA2_34_(26.471)"	"C9JL84_(41.089)"	NA	"healthy"	1801.067	"healthy"
"480"	"PXD003415"	"inflammation"	"NHDF"	8	1	0	21.4545454545455	7.35294117647058	"0"	"ORF2p_HS_6_(14.76)"	"0"	NA	"healthy"	1801.067	"healthy"
"481"	"PXD003415"	"inflammation"	"NHDF"	9	1	0	0	0	"ORF1p_HS_16_(98.534),ORF1p_HS_1_(98.534),ORF1p_HS_42_(6.559)"	"ORF2p_PA2_20_(10.267),ORF2p_PA2_15_(10.256)"	"0"	NA	"healthy"	1801.067	"healthy"
"482"	"PXD003415"	"inflammation"	"NHDF"	10	1	0	0	0	"ORF1p_HS_115_(5.724),ORF1p_PA2_24_(5.724)"	"ORF2p_PA3_1_(56.693),ORF2p_PA2_30_(45.608),ORF2p_HS_40_(42.857),ORF2p_PA2_20_(5.724)"	"0"	NA	"healthy"	1801.067	"healthy"
"483"	"PXD003415"	"inflammation"	"NHDF"	11	1	0	0	0	"0"	"ORF2p_PA2_20_(9.76)"	"0"	NA	"healthy"	1801.067	"healthy"
"484"	"PXD003415"	"inflammation"	"NHDF"	12	1	0	0	0	"0"	"ORF2p_HS_40_(72.353),ORF2p_PA2_20_(25.099)"	"0"	NA	"healthy"	1801.067	"healthy"
"485"	"PXD003416"	"inflammation"	"NHDF"	1	1	0	0	0	"ORF1p_PA2_32_(55.596)"	"0"	"0"	NA	"healthy"	838.937	"healthy"
"486"	"PXD003416"	"inflammation"	"NHDF"	2	1	0	0	0	"ORF1p_PA2_32_(38.889)"	"0"	"0"	NA	"healthy"	838.937	"healthy"
"487"	"PXD003416"	"inflammation"	"NHDF"	3	1	0	0	0	"ORF1p_PA2_32_(39.939),ORF1p_PA3_1_(7.261),ORF1p_HS_16_(7.261),ORF1p_HS_62_(7.261),ORF1p_HS_1_(1.816)"	"ORF2p_PA2_33_(7.261)"	"0"	NA	"healthy"	838.937	"healthy"
"488"	"PXD003416"	"inflammation"	"NHDF"	4	1	0	0	0	"ORF1p_PA2_32_(27.893)"	"ORF2p_PA2_7_(82.822)"	"0"	NA	"healthy"	838.937	"healthy"
"489"	"PXD003416"	"inflammation"	"NHDF"	5	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	838.937	"healthy"
"490"	"PXD003416"	"inflammation"	"NHDF"	6	1	0	0	0	"ORF1p_HS_94_(56.318),ORF1p_HS_7_(47.464)"	"0"	"0"	NA	"healthy"	838.937	"healthy"
"491"	"PXD003417"	"healthy"	NA	1	1	0	0	0	"ORF1p_PA2_32_(27.354),ORF1p_HS_94_(19.048)"	"0"	"0"	NA	NA	NA	NA
"492"	"PXD003417"	"healthy"	NA	1	2	0	0	0	"ORF1p_PA2_32_(27.354),ORF1p_HS_94_(19.048)"	"0"	"0"	NA	NA	NA	NA
"493"	"PXD003417"	"adjacent"	NA	2	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"494"	"PXD003417"	"adjacent"	NA	2	2	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"495"	"PXD003417"	"disease"	NA	3	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"496"	"PXD003417"	"disease"	NA	3	2	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"497"	"PXD003417"	"healthy"	NA	1	1	0	0	0	"ORF1p_PA2_32_(27.354),ORF1p_HS_94_(19.048)"	"0"	"0"	NA	NA	NA	NA
"498"	"PXD003417"	"healthy"	NA	2	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"499"	"PXD003417"	"healthy"	NA	3	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"500"	"PXD003417"	"healthy"	NA	4	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"501"	"PXD003417"	"healthy"	NA	5	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"502"	"PXD003417"	"healthy"	NA	6	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"503"	"PXD003552"	"hcc or normal"	"liver"	1	1	0	0	0	"0"	"ORF2p_HS_58_(5.675)"	"0"	NA	"hepatocellular	carcinoma"	13320.768	""
"504"	"PXD003552"	"hcc or normal"	"liver"	2	1	0	0	0	"0"	"0"	"0"	NA	"hepatocellular	carcinoma"	13320.768	""
"505"	"PXD003552"	"hcc or normal"	"liver"	3	1	0	0	0	"ORF1p_PA2_31_(2.977),ORF1p_HS_110_(2.977),ORF1p_HOT_4_(2.977),ORF1p_PA2_8_(2.977),ORF1p_HS_33_(2.977),ORF1p_HS_102_(2.977),ORF1p_HS_1_(2.977)"	"ORF2p_PA2_5_(16.318),ORF2p_HS_47_(2.977),ORF2p_HS_120_(2.977),ORF2p_HS_88_(2.977),ORF2p_PA2_12_(2.977),ORF2p_PA2_19_(2.977),ORF2p_PA2_28_(2.977),ORF2p_HS_72_(2.977),ORF2p_PA2_16_(2.977),ORF2p_HS_21_(2.977),ORF2p_HS_109_(2.977),ORF2p_PA2_25_(2.977),ORF2p_PA3_1_(2.977),ORF2p_PA2_7_(2.977),ORF2p_HS_19_(2.977),ORF2p_HS_100_(2.977),ORF2p_HS_103_(2.977),ORF2p_PA2_29_(2.977)"	"c(Q9XRX5_(2.977), P62684_(2.977), Q9UM44_(2.977), P63132_(2.977))"	NA	"hepatocellular	carcinoma"	13320.768	""
